
44	45	31	44	57	31	45	46	33
99	104	69	98	130	69	101	105	74
166	175	115	164	218	115	169	177	123
245	258	168	242	318	168	249	262	179
338	358	230	334	438	230	344	362	246
454	481	305	447	585	305	460	486	327
591	629	394	581	757	395	599	636	423


1	2	1	1	3	1	2	2	1
4	4	2	4	6	2	4	4	3
8	8	5	8	11	5	8	8	5
12	12	7	12	17	7	12	12	8
18	18	11	17	26	11	18	19	12
26	27	15	25	38	15	27	28	17
36	38	21	36	52	22	38	39	24
49	52	29	49	70	29	51	54	33
67	71	39	66	94	39	69	73	44
89	94	51	87	124	52	91	97	58
113	122	65	111	158	66	117	125	74
144	155	81	141	199	82	148	158	93
181	197	101	177	252	102	185	201	117
223	245	123	218	310	125	228	249	144
272	300	149	266	376	151	278	304	175
329	367	181	321	457	184	336	371	212
398	446	217	388	552	221	406	452	255


0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
1	1	0	1	1	0	1	1	0
1	1	0	1	2	0	1	2	1
2	2	1	2	3	1	2	3	1
3	3	1	3	5	1	4	4	2
5	5	2	5	8	2	6	6	3
7	8	3	7	11	3	8	9	5
10	11	5	9	15	5	10	12	6
13	14	6	12	20	6	14	15	8
17	19	8	16	26	8	18	20	11
22	25	11	21	34	11	24	27	14
28	32	14	28	43	14	30	34	19
36	41	18	35	56	18	39	44	24
45	51	22	44	68	23	48	54	30
57	65	28	55	86	29	60	69	37
71	81	34	69	106	36	75	86	46
84	97	41	82	126	43	90	103	55
103	120	49	101	154	52	109	126	67
124	143	59	120	184	62	130	151	78
147	172	70	143	218	73	154	179	93
175	206	83	170	260	86	184	215	110
208	244	97	202	306	102	217	255	129


0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	1	0	0	0	0
1	1	0	1	1	0	1	1	1
1	1	0	1	2	0	1	2	1
2	2	1	2	3	1	2	3	1
2	3	1	2	4	1	3	4	2
3	4	1	3	5	1	4	5	3
4	5	2	4	7	2	6	7	4
6	6	2	6	10	3	7	9	5
7	8	3	7	12	3	9	11	6
9	10	4	9	15	4	12	14	7
11	13	5	11	18	5	15	18	9
15	17	7	14	23	7	18	22	11
18	22	9	18	30	9	22	27	14
23	26	10	22	36	11	27	32	17
28	32	12	27	44	13	33	39	20
34	40	15	33	53	16	39	47	24
40	47	18	39	63	19	46	56	28
47	56	21	46	74	22	54	65	33
57	69	25	56	90	27	65	79	39
69	83	30	67	108	32	77	94	46
81	98	35	78	127	37	90	110	54
95	115	41	92	148	44	105	128	63


0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	1	0
0	0	0	0	0	0	1	1	0
0	0	0	0	1	0	1	1	1
0	1	0	0	1	0	2	2	1
1	1	0	1	2	0	2	3	1
1	2	0	1	2	0	3	4	2
2	2	0	2	3	0	3	4	2
2	3	1	2	4	1	4	6	3
3	4	1	3	5	1	5	7	4
4	5	1	4	6	1	6	8	4
5	6	2	5	8	2	8	10	5
6	8	2	6	11	3	10	13	6
8	10	3	7	13	3	12	15	8
9	11	4	9	16	4	14	18	9
11	14	4	11	19	5	16	21	10
13	17	5	13	22	5	19	25	12
16	20	6	16	27	7	22	29	14
19	24	8	18	32	8	26	34	16
22	28	9	21	37	9	30	38	18
26	32	10	25	43	11	34	44	21
30	39	12	30	51	13	39	51	24
35	45	14	34	59	15	45	58	27
41	53	16	40	69	17	52	67	31


0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	1	0
0	0	0	0	0	0	1	1	0
0	0	0	0	1	0	1	1	0
0	0	0	0	1	0	1	2	1
0	1	0	0	1	0	1	2	1
1	1	0	1	2	0	2	3	1
1	1	0	1	2	0	2	3	2
1	2	0	1	3	0	3	4	2
1	2	0	1	3	0	4	5	2
2	2	0	2	4	0	4	6	3
2	3	1	2	5	1	5	7	3
3	4	1	3	6	1	6	9	4
3	5	1	3	7	1	7	10	5
4	6	2	4	8	2	8	12	5
5	7	2	5	10	2	9	13	6
