6.05067	7.01454	4.92453	5.89669	8.8404	4.87107	6.09846	6.93849	5.17155
6.05624	6.68542	3.94194	5.90323	7.631	3.93731	6.09815	6.66465	4.23398
6.05658	6.19969	3.26361	5.90352	6.75188	3.27197	6.09846	6.20022	3.57787
6.05624	5.52053	2.65056	5.90323	5.8775	2.69453	6.09815	5.5455	2.96588
6.05658	4.92442	2.21742	5.90352	5.16465	2.26651	6.09846	4.97193	2.50699
6.05624	4.95551	2.12657	5.90323	5.0975	2.13676	6.09815	4.98972	2.41994
6.05658	4.09828	1.66178	5.90352	4.20066	1.7047	6.09846	4.16204	1.91624
6.05624	4.27722	1.69392	5.90323	4.3579	1.71788	6.09815	4.32587	1.97297
6.05658	4.06354	1.55149	5.90352	4.06948	1.55328	6.09846	4.08503	1.80563
6.05624	2.60637	0.939582	5.90323	2.62144	0.979406	6.09815	2.64338	1.09791
6.05658	2.69354	0.955799	5.90352	2.70227	0.99228	6.09846	2.73556	1.13069
6.05624	2.77167	0.963619	5.90323	2.77459	0.992922	6.09815	2.8146	1.15488
6.05658	2.89451	0.980359	5.90352	2.88831	1.00336	6.09846	2.95149	1.18221
6.05624	2.90393	0.966584	5.90323	2.88123	0.978994	6.09815	2.94358	1.16973
6.05658	2.99982	0.980422	5.90352	2.97229	0.985239	6.09846	3.0466	1.19217
6.05624	3.02375	0.961097	5.90323	2.97865	0.956982	6.09815	3.06311	1.17645
6.05658	2.91683	0.905987	5.90352	2.84354	0.889655	6.09846	2.9345	1.10963
6.05624	2.65954	0.811191	5.90323	2.57056	0.781279	6.09815	2.65348	0.991275
6.05658	1.7204	0.560475	5.90352	1.62684	0.510938	6.09846	1.68545	0.652944
6.05624	0	0	5.90323	0	0	6.09815	0	0
