
99	92	61	90
100	86	51	86
96	75	45	77
95	73	40	72
96	70	46	73
96	58	33	58
92	60	26	55
90	58	30	45
83	31	12	33
87	36	16	37
93	34	18	30
88	23	12	24
81	25	5	19
78	16	3	14
87	13	5	15
80	10	5	6
84	8	5	7
70	6	4	8
70	8	3	5
70	3	0	1
67	5	2	3
73	2	0	0
53	2	1	0
55	1	0	0
52	1	0	0
54	1	0	0
99	94	50	83
100	90	60	84
98	76	48	82
98	79	47	75
99	78	41	83
95	75	35	68
96	68	27	67
93	48	25	63
92	41	18	49
90	35	23	51
86	27	13	35
93	30	13	36
84	20	11	33
92	16	9	25
82	19	6	24
63	10	0	19
69	11	6	24
68	4	1	16
62	7	2	10
55	7	3	13
47	4	0	6
36	1	0	1
18	1	0	2
22	0	0	2
23	0	2	4
13	0	0	1
100	99	67	95
99	94	57	94
100	95	51	94
100	86	48	83
99	77	32	84
100	78	27	78
97	55	19	70
98	55	10	70
96	51	10	63
98	46	13	65
93	43	6	60
92	31	1	45
84	21	4	50
88	13	1	47
80	16	0	41
77	15	2	32
62	6	0	27
49	1	1	19
44	2	0	18
24	0	0	11
10	0	0	7
14	0	0	2
7	0	0	7
2	0	0	1
1	0	0	1
0	0	0	0
100	99	66	100
100	92	60	98
100	89	40	94
99	84	34	92
100	82	20	91
99	77	16	91
100	70	18	87
98	69	11	86
98	58	5	81
98	46	2	76
94	39	1	78
91	28	2	73
87	18	0	65
89	19	0	56
79	15	0	50
71	5	0	41
60	2	0	34
38	1	0	20
22	2	0	16
17	0	0	10
5	1	0	4
3	0	0	2
0	0	0	0
0	0	0	0
1	0	0	0
0	0	0	0
100	99	49	100
100	95	43	99
100	94	37	98
100	94	30	99
100	90	20	98
100	89	16	98
99	77	5	91
100	65	2	97
97	63	4	89
99	56	0	94
99	40	0	85
95	35	0	86
93	28	0	84
84	12	0	74
78	11	0	68
67	2	0	56
38	2	0	45
32	1	0	27
21	1	0	18
8	0	0	7
4	0	0	3
1	0	0	2
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
100	97	53	100
100	99	35	100
100	97	36	100
100	94	22	100
100	94	16	100
100	88	6	100
100	81	2	100
100	80	0	100
100	74	0	98
99	62	0	99
98	59	0	97
98	37	0	96
98	30	0	92
87	13	0	86
79	15	0	80
63	4	0	65
40	1	0	53
34	0	0	35
15	0	0	18
2	0	0	4
1	0	0	1
0	0	0	1
0	0	0	1
0	0	0	0
0	0	0	0
0	0	0	0
100	100	58	100
100	99	38	100
100	97	30	100
100	95	18	100
100	94	9	100
100	93	7	100
100	96	2	100
100	87	0	100
100	77	0	100
98	67	0	99
99	59	0	100
97	41	0	97
95	37	0	96
83	17	0	84
75	10	0	81
73	5	0	76
49	1	0	51
32	1	0	35
16	0	0	19
4	0	0	6
0	0	0	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
100	99	51	100
100	99	36	100
100	97	22	100
100	99	14	100
100	93	3	100
100	95	5	100
100	91	1	100
100	88	0	100
100	75	0	100
100	73	0	100
100	69	0	100
99	51	0	99
96	48	0	98
84	26	0	87
85	20	0	86
68	7	0	73
50	1	0	55
27	0	0	33
11	1	0	14
5	0	0	6
1	0	0	2
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
100	100	42	100
100	100	37	100
100	99	14	100
100	100	17	100
100	99	6	100
100	93	2	100
100	94	1	100
100	87	0	100
100	82	0	100
100	80	0	100
100	78	0	100
99	61	0	99
95	56	0	97
96	36	0	94
82	24	0	81
67	10	0	75
44	2	0	53
28	0	0	35
17	0	0	19
1	0	0	2
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
100	100	49	100
100	100	36	100
100	100	16	100
100	100	11	100
100	99	3	100
100	97	1	100
100	94	0	100
100	87	0	100
100	87	0	100
100	83	0	100
100	79	0	100
98	69	0	99
100	67	0	100
94	45	0	95
87	33	0	89
74	7	0	81
58	5	0	61
27	0	0	31
13	0	0	14
3	0	0	5
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
100	100	47	100
100	100	34	100
100	99	14	100
100	100	11	100
100	98	5	100
100	95	1	100
100	97	0	100
100	98	0	100
100	93	1	100
100	94	0	100
100	80	0	100
100	80	0	100
98	66	0	99
98	62	0	98
90	46	0	90
78	21	0	80
61	14	0	62
31	1	0	36
13	0	0	16
1	0	0	1
0	0	0	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
100	100	44	100
100	100	34	100
100	100	17	100
100	100	5	100
100	100	2	100
100	100	2	100
100	100	1	100
100	98	1	100
100	96	0	100
100	98	0	100
100	93	0	100
100	80	0	100
99	79	0	99
100	64	0	100
90	45	0	92
85	23	0	82
58	11	0	65
26	1	0	31
12	1	0	13
1	0	0	1
1	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
100	100	42	100
100	100	24	100
100	100	15	100
100	100	5	100
100	100	2	100
100	97	0	100
100	98	0	100
100	95	0	100
100	96	0	100
100	94	0	100
100	92	0	100
100	90	0	100
100	84	0	100
97	71	0	99
93	53	0	93
82	31	0	87
66	18	0	69
28	2	0	29
7	0	0	6
2	1	0	2
0	0	0	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
100	100	49	100
100	100	23	100
100	100	12	100
100	100	7	100
100	100	1	100
100	100	0	100
100	99	2	100
100	98	0	100
100	98	0	100
100	93	0	100
100	94	0	100
100	91	0	100
100	85	0	100
99	82	0	100
94	58	0	93
88	34	0	88
58	11	0	62
39	4	0	39
12	0	0	15
3	0	0	3
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
