0.765404	0.229979	0.117357	0.214448
0.648474	0.241165	0.122904	0.289365
0.562247	0.248863	0.0888778	0.359776
0.530166	0.251103	0.0669453	0.417293
0.513055	0.266499	0.0491936	0.478509
0.510768	0.289047	0.0392768	0.517177
0.514059	0.304712	0.0369657	0.524251
0.515118	0.325437	0.029653	0.526741
0.515862	0.349085	0.0268457	0.527229
0.526191	0.36755	0.0255661	0.535252
0.532702	0.402303	0.0251222	0.538489
0.533144	0.417273	0.0234215	0.53796
0.534234	0.431482	0.0191625	0.5389
0.542096	0.4401	0.0205135	0.54521
