
97	91	60	89
99	85	63	81
100	77	42	74
90	68	47	64
93	57	29	58
84	51	22	49
92	57	27	54
96	62	28	63
92	44	23	44
86	40	19	35
89	28	12	23
80	26	11	27
83	21	10	24
89	23	10	18
80	10	6	8
76	11	5	8
75	12	7	10
75	10	7	9
78	8	4	7
67	3	2	4
51	4	1	2
68	7	1	1
57	1	1	1
57	0	1	1
47	0	0	1
49	0	0	0
100	91	53	90
100	87	55	84
98	80	51	75
99	78	45	72
99	77	42	76
95	60	32	66
96	62	39	66
94	61	27	66
92	48	24	56
94	48	17	57
89	36	15	49
86	23	6	34
88	27	11	31
82	18	7	26
80	21	5	24
77	11	2	22
67	15	6	23
62	5	1	15
64	7	0	12
47	4	2	11
46	5	2	6
32	2	0	7
24	2	0	2
17	2	0	2
21	0	0	2
12	0	0	2
100	97	55	93
100	94	49	94
100	83	45	87
100	83	49	86
96	80	41	83
98	80	47	85
100	71	19	73
98	65	16	65
97	59	15	68
98	44	8	62
93	29	3	55
89	33	5	60
90	24	4	49
83	14	0	45
77	11	3	50
75	11	1	32
61	11	0	27
52	4	0	21
35	1	0	17
27	2	0	9
15	0	0	8
10	0	0	3
6	0	0	2
1	0	0	3
0	0	0	0
0	0	0	0
100	97	63	97
100	93	54	97
100	96	45	95
100	93	36	93
99	86	32	90
99	78	22	90
100	76	20	87
100	63	7	84
98	49	3	85
96	41	3	79
98	42	2	78
93	36	0	72
92	26	1	58
83	19	0	59
76	10	0	42
63	3	0	46
52	4	0	31
36	3	0	30
24	0	0	11
15	0	0	8
4	0	0	5
2	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
100	98	54	100
100	98	47	100
100	93	38	99
100	91	25	99
100	86	15	99
99	82	11	96
100	79	6	96
97	63	7	89
99	59	1	94
97	57	2	92
94	40	2	89
90	28	1	82
86	27	1	78
83	15	0	78
76	9	0	67
57	7	0	50
53	0	0	39
37	1	0	33
16	0	0	19
6	0	0	8
2	0	0	0
0	0	0	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
100	99	48	100
100	97	46	100
100	97	28	100
100	96	26	100
100	91	11	100
100	89	6	100
100	89	3	100
99	70	3	99
100	60	2	100
99	68	1	98
100	49	2	100
98	37	0	95
92	24	0	93
88	18	0	89
73	8	0	74
69	3	0	64
41	0	0	50
30	0	0	31
14	1	0	14
6	0	0	7
2	0	0	2
1	0	0	2
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
100	98	53	100
100	100	40	100
100	95	31	100
100	97	17	100
100	94	14	100
100	91	12	100
100	83	0	100
100	81	3	100
99	69	2	100
98	68	0	100
99	54	0	99
98	52	0	99
97	36	0	98
90	27	0	93
86	14	0	86
68	4	0	66
44	1	0	49
23	0	0	28
14	0	0	12
2	0	0	3
1	0	0	0
0	0	0	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
100	99	51	100
100	100	45	100
100	99	27	100
100	94	18	100
100	97	5	100
100	93	3	100
100	86	2	100
100	81	1	100
100	79	0	100
100	77	0	100
99	59	0	100
100	57	0	100
97	37	0	97
86	24	0	89
79	8	0	84
78	11	0	77
47	4	0	46
22	0	0	28
8	0	0	11
2	0	0	2
1	0	0	2
0	0	0	0
0	0	0	0
0	0	0	1
0	0	0	0
0	0	0	0
100	100	48	100
100	100	33	100
100	100	19	100
100	99	9	100
100	98	6	100
100	97	0	100
100	92	0	100
100	89	0	100
100	90	0	100
100	77	0	100
100	77	0	100
100	58	0	100
98	53	0	100
91	37	0	90
90	21	0	87
79	11	0	78
52	4	0	62
30	1	0	35
16	0	0	21
1	0	0	3
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
100	99	44	100
100	100	35	100
100	100	22	100
100	97	14	100
100	98	3	100
100	98	2	100
100	94	0	100
100	93	0	100
100	85	0	100
100	84	0	100
100	80	0	100
99	73	0	99
99	67	0	98
95	52	0	96
95	39	0	93
79	16	0	80
51	2	0	55
24	0	0	29
11	0	0	13
4	0	0	6
0	0	0	1
0	0	0	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
100	100	43	100
100	100	24	100
100	100	15	100
100	98	10	100
100	99	6	100
100	98	2	100
100	96	0	100
100	96	0	100
100	90	0	100
100	94	0	100
100	86	0	100
99	77	0	100
98	75	0	99
97	46	0	97
95	36	0	90
76	14	0	75
54	8	0	60
30	1	0	34
11	0	0	13
1	0	0	3
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
100	100	42	100
100	100	32	100
100	100	21	100
100	99	9	100
100	100	5	100
100	99	0	100
