
100	96	0	100
100	97	0	100
100	95	0	100
100	89	0	100
100	88	0	100
100	85	0	100
100	81	0	99
97	61	0	98
90	41	0	93
77	22	0	80
51	9	0	60
40	7	0	48
13	0	0	15
2	0	0	2
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
100	100	46	100
100	100	30	100
100	100	15	100
100	100	5	100
100	100	1	100
100	99	0	100
100	100	1	100
100	98	0	100
100	99	0	100
100	98	0	100
100	92	0	100
99	90	0	99
98	81	0	100
98	73	0	98
90	53	0	90
84	27	0	84
55	10	0	57
36	5	0	38
14	1	0	17
1	0	0	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
100	100	33	100
100	100	29	100
100	100	14	100
100	100	4	100
100	100	5	100
100	99	0	100
100	100	0	100
100	98	0	100
100	98	0	100
100	92	0	100
100	98	0	100
100	91	0	100
100	88	0	100
99	81	0	98
94	60	0	94
84	41	0	85
69	17	0	73
28	2	0	29
10	0	0	14
1	0	0	2
2	0	0	2
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
100	100	49	100
100	100	23	100
100	100	19	100
100	100	7	100
100	100	5	100
100	99	0	100
100	99	0	100
100	99	0	100
100	99	0	100
100	98	0	100
100	93	0	100
100	91	0	100
100	89	0	100
99	89	0	99
94	71	0	95
88	45	0	86
64	20	0	65
46	9	0	47
12	0	0	15
2	0	0	3
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
100	100	42	100
100	100	26	100
100	100	5	100
100	100	5	100
100	100	2	100
100	99	0	100
100	100	0	100
100	100	0	100
100	99	0	100
100	98	0	100
100	95	0	100
100	91	0	100
100	95	0	100
100	80	0	100
97	71	0	96
91	56	0	92
72	23	0	74
39	5	0	35
15	0	0	18
3	0	0	4
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
