
19	23	11
21	25	15
23	27	12
26	29	17
27	32	14
30	34	19
29	36	15
33	38	21
32	39	18
36	41	24
35	44	18
41	46	26
40	49	22
46	53	30
38	48	21
43	51	28
41	51	22
49	57	31
50	59	26
57	64	36
49	61	25
55	64	35
50	60	26
55	64	35


3	4	2
4	5	3
4	4	2
4	5	3
5	6	3
6	7	4
6	7	3
6	7	4
7	8	4
8	9	6
8	9	5
9	10	6
10	12	6
12	14	8
11	13	7
13	14	9
12	13	7
13	15	9
15	17	9
16	18	11
16	19	9
18	21	13
18	20	10
20	22	13
22	25	12
24	27	16
25	29	14
27	31	18
27	32	15
30	34	19
28	33	15
31	36	20
32	38	17
34	40	23
35	41	19
39	45	25
39	46	22
43	48	28
44	53	24
49	55	31
43	55	24
51	58	32
50	60	27
57	64	36
46	56	26
54	62	35
56	67	31
64	73	41
55	65	29
63	69	40
58	70	30
65	73	41


4	5	3
5	6	3
5	5	3
5	6	4
5	6	3
6	7	4
6	7	4
7	8	5
9	11	6
10	11	7
10	11	6
11	13	8
11	13	7
12	14	8
13	15	8
14	16	10
14	16	8
15	17	10
17	20	10
19	22	13
19	22	11
21	25	14
22	24	12
23	26	15
25	29	14
28	31	18
28	33	16
30	34	19
30	34	17
32	37	22
36	42	20
39	44	25
36	43	20
39	45	25
39	46	22
44	50	29
45	52	25
49	55	31
47	56	27
53	60	34
52	63	29
60	68	38
55	64	30
61	69	40
57	66	31
65	73	42
63	73	34
70	78	44
62	72	33
70	78	44
71	82	37
77	86	47


5	5	3
5	6	4
6	6	4
6	7	4
7	8	5
8	9	6
8	9	5
9	10	6
10	11	6
11	12	7
11	13	7
13	14	9
13	15	8
15	17	10
14	17	9
16	18	11
18	21	11
19	23	13
21	24	12
23	26	16
22	24	13
24	27	16
25	29	15
28	31	19
27	31	16
29	33	20
31	35	17
33	38	21
33	39	19
36	41	24
36	42	21
39	45	26
43	51	25
47	53	31
48	55	27
51	58	33
47	54	27
52	58	34
59	68	32
65	73	40
54	64	30
62	70	41
62	74	35
69	78	44
63	75	36
69	80	44
66	77	37
74	83	48
72	83	40
78	88	50
76	88	41
82	92	51


5	5	3
5	6	4
7	8	5
8	9	6
8	9	5
9	10	6
9	10	6
10	11	7
12	13	7
13	14	9
13	15	8
15	16	10
14	17	10
16	18	11
17	19	11
20	21	13
19	22	12
21	24	14
21	23	13
23	25	15
26	30	16
28	33	19
28	32	17
30	35	21
32	37	19
35	41	23
36	42	21
39	44	25
35	41	21
38	44	26
42	47	24
45	50	30
49	57	28
53	61	34
53	62	31
57	65	37
55	63	31
60	68	38
61	71	34
67	77	42
65	76	36
71	80	45
68	79	39
75	83	49
72	85	41
78	89	50
75	86	42
82	92	51
70	81	40
77	86	49
82	95	45
89	99	56


5	6	4
6	7	5
6	7	4
7	8	6
10	10	6
10	11	7
10	12	7
11	13	8
12	14	8
13	15	10
14	15	9
15	17	11
16	18	10
18	20	13
18	20	11
20	23	14
23	26	15
25	28	18
25	29	15
28	31	19
28	32	17
31	34	20
33	37	20
35	40	24
36	41	21
39	44	26
38	42	22
41	46	28
41	46	24
45	51	30
44	49	25
47	53	31
50	57	29
54	60	35
54	62	32
59	66	39
66	75	38
71	79	45
67	75	39
72	81	46
72	84	42
80	91	51
71	83	42
81	90	50
74	86	43
80	90	51
81	92	46
88	96	55
83	95	47
91	102	58
87	98	49
92	101	58


6	7	4
7	7	5
6	7	5
7	8	5
9	10	6
10	11	7
10	11	6
11	12	8
13	15	9
15	16	11
15	17	10
17	19	12
18	20	12
20	21	14
20	22	12
22	24	15
23	25	15
25	28	18
27	30	17
29	31	20
31	35	19
34	37	23
32	36	20
35	39	24
35	40	22
39	45	27
41	47	25
45	51	30
42	49	26
46	52	31
53	60	30
57	63	37
55	63	33
60	67	39
61	68	36
66	73	43
65	74	37
70	77	45
71	82	41
78	88	49
75	87	44
83	93	53
75	86	44
83	93	54
80	92	46
87	97	55
85	98	49
93	103	58
91	102	51
95	106	59
92	106	52
99	111	61


6	7	4
7	8	5
7	8	5
8	9	6
10	11	7
11	12	8
11	12	7
12	13	9
14	16	10
15	17	11
17	19	11
19	21	13
19	21	12
21	23	15
21	24	14
23	26	17
24	28	15
28	30	19
27	31	18
31	34	21
31	36	20
34	38	23
35	39	22
38	43	26
37	42	23
40	45	27
45	50	27
49	54	33
47	54	29
51	58	34
53	61	33
58	65	39
57	65	34
62	70	41
64	71	38
67	75	44
71	81	42
77	86	49
74	85	44
80	91	52
80	92	47
88	100	56
83	96	49
91	102	58
90	103	52
97	109	61
89	103	53
96	109	61
94	105	54
99	111	63
97	111	55
102	113	64


6	7	5
7	8	5
8	9	6
9	10	7
9	10	6
10	12	8
10	12	7
12	13	9
14	17	10
16	18	12
16	18	11
18	20	13
19	21	13
21	23	15
22	25	15
25	28	18
26	30	17
29	32	21
28	32	19
31	35	22
31	35	21
34	38	24
36	41	23
41	45	28
41	47	27
45	51	32
45	51	28
49	55	33
51	58	32
55	62	37
59	65	35
64	70	42
60	69	37
65	74	44
67	75	40
71	79	46
72	83	43
78	87	51
79	89	47
86	95	56
81	91	49
89	99	59
89	100	53
96	107	60
91	103	54
98	108	62
96	109	55
103	116	64
98	109	57
103	115	65
107	118	62
112	123	69


7	7	5
8	9	6
8	9	6
10	11	8
11	12	8
12	13	9
13	15	9
15	16	11
15	16	10
17	18	12
19	20	13
21	23	15
20	22	13
22	24	16
23	26	15
26	28	18
27	29	18
30	33	21
31	35	21
34	37	24
36	40	23
40	44	28
40	45	26
45	49	31
42	48	28
47	53	33
47	53	30
52	57	36
53	60	33
58	64	38
60	66	36
64	71	42
67	76	41
73	81	48
71	79	43
76	84	50
78	89	47
85	94	55
83	93	50
89	100	57
83	95	50
92	104	61
92	103	54
99	109	63
89	102	55
97	110	64
95	108	57
101	114	64
98	111	58
105	115	67
104	118	60
111	122	69


7	7	5
8	9	6
9	10	6
10	11	8
12	13	8
13	14	10
14	15	9
16	17	12
16	18	11
17	20	13
18	19	13
20	22	15
21	23	14
23	26	17
25	28	16
28	31	20
27	30	18
30	33	21
30	33	20
33	36	24
35	39	23
38	42	27
42	47	27
47	51	32
46	51	29
51	55	35
50	55	32
53	60	36
53	59	34
58	65	40
61	68	38
65	73	45
68	76	42
73	81	48
74	82	46
79	87	52
82	90	49
88	97	57
86	96	53
93	104	62
88	100	55
95	105	63
95	106	57
103	114	66
100	113	59
107	120	69
100	113	61
107	120	70
102	114	62
108	122	70
106	117	63
112	125	73

