
22	26	12
24	27	16
26	30	14
28	32	18
25	31	14
27	32	18
28	34	16
31	36	21
34	42	17
37	43	23
31	38	17
36	42	24
36	47	19
43	49	27
39	47	20
47	53	30
39	49	21
45	53	30
42	52	23
48	56	32
45	57	24
50	59	33
54	63	26
59	67	36


3	4	2
4	4	3
3	4	2
4	4	2
4	5	3
5	6	3
6	7	4
7	8	5
7	8	4
8	9	5
8	9	5
9	11	6
9	11	6
11	12	7
12	14	7
13	15	9
13	15	8
14	16	10
14	16	8
15	18	10
16	18	9
18	21	12
18	22	10
20	24	13
20	24	12
22	26	15
22	26	12
24	28	16
27	32	15
30	35	20
28	32	15
31	34	20
30	36	17
33	38	22
34	40	19
37	43	25
35	43	20
39	46	27
41	50	23
47	53	31
46	55	25
52	59	33
46	56	26
54	62	35
47	57	27
54	62	35
51	62	28
59	67	38
56	68	30
62	69	39
57	68	31
64	71	41


4	5	3
5	5	3
5	5	3
5	6	4
6	6	4
6	7	5
6	7	4
7	8	5
9	10	5
10	11	7
9	11	6
11	12	8
12	13	7
13	14	9
13	15	8
15	17	10
14	17	9
16	18	11
17	19	10
18	21	13
19	22	11
21	24	14
23	26	13
25	28	16
24	28	14
26	31	17
27	31	15
29	33	19
31	36	17
34	38	22
34	39	19
36	41	25
41	48	23
43	50	29
43	50	24
46	52	30
48	56	26
54	59	34
49	58	28
54	61	35
51	63	29
59	67	38
56	67	32
63	71	40
56	67	32
63	71	41
57	69	32
64	74	42
64	75	35
70	79	44
66	78	37
71	79	45


4	4	2
4	5	3
7	7	4
7	8	5
6	7	4
7	8	5
8	9	6
9	10	7
9	10	6
11	12	7
10	12	7
12	14	8
12	14	8
14	16	10
14	16	9
16	18	11
19	21	11
20	23	14
20	23	12
22	25	15
24	28	14
27	30	18
25	29	15
28	31	18
29	32	16
31	35	20
29	33	16
32	36	20
38	43	22
41	46	27
39	45	22
43	48	27
39	45	23
42	49	28
44	53	24
48	56	31
49	56	27
54	60	35
52	61	30
57	64	36
57	68	32
65	74	42
64	74	37
70	80	45
61	71	34
69	76	44
67	79	37
74	84	48
70	82	40
75	86	48
77	89	42
82	92	51


5	6	4
6	6	4
6	7	4
7	8	5
7	8	5
8	8	6
9	11	6
10	12	8
11	12	7
12	14	8
14	16	8
15	18	10
15	17	10
17	18	12
18	20	11
19	22	14
19	22	12
21	24	14
21	25	13
24	27	17
25	29	15
28	31	18
29	32	17
31	36	21
30	34	17
33	37	22
35	39	20
38	42	25
40	44	23
43	48	28
41	49	25
45	52	30
44	50	25
48	54	31
51	60	29
56	65	36
56	65	30
61	68	38
57	67	32
64	71	40
64	74	36
72	79	46
62	73	36
71	79	46
67	77	38
74	84	46
74	85	41
80	89	51
77	89	43
82	92	52
76	89	43
82	93	52


5	6	4
6	7	4
7	8	5
8	9	6
9	10	6
10	11	7
10	12	7
11	13	8
11	13	7
12	14	9
13	16	9
15	18	11
17	19	11
19	21	13
19	22	12
21	24	15
21	24	14
23	26	16
28	31	17
30	34	20
26	31	17
29	33	20
35	38	21
37	40	24
36	40	21
40	44	26
39	45	23
42	48	27
41	47	25
45	50	30
45	52	26
50	56	33
51	58	30
55	62	36
54	61	31
58	65	38
60	70	35
65	73	42
66	77	38
72	81	47
71	83	41
77	89	50
69	80	39
78	87	49
74	86	43
81	92	53
82	95	47
89	99	55
84	94	46
89	99	56
84	97	47
90	101	56


6	7	4
7	8	5
8	8	5
8	9	6
9	10	6
10	11	8
11	12	7
12	13	8
13	14	9
14	16	10
16	18	10
18	20	12
19	21	12
21	23	14
19	22	12
21	25	15
24	27	15
26	29	18
25	29	16
28	32	19
30	34	19
33	38	23
34	39	21
38	42	25
37	43	23
40	45	27
41	47	25
44	50	29
43	50	27
48	53	31
49	55	29
54	60	36
55	62	32
59	66	38
61	69	35
66	74	42
63	72	37
68	76	45
70	80	40
78	86	50
75	87	44
82	92	52
84	94	48
91	100	57
81	90	46
89	99	56
82	94	48
88	99	56
88	102	53
95	108	59
92	105	53
99	110	62


6	7	5
7	8	6
8	9	6
9	10	7
10	10	6
11	11	8
11	13	8
12	14	9
14	16	10
16	17	12
17	19	11
19	20	13
18	21	12
21	23	15
20	22	13
23	25	16
24	26	16
26	29	19
27	31	18
30	34	21
31	36	20
35	39	24
35	39	22
38	42	26
39	44	24
43	48	29
44	49	26
48	53	32
49	54	29
53	59	36
54	60	32
58	65	38
55	63	33
59	67	39
62	71	38
66	75	43
70	80	41
76	84	48
74	84	44
81	90	52
78	89	45
86	96	55
83	95	48
91	101	57
83	96	50
91	101	59
89	102	52
95	107	60
94	107	55
101	112	63
98	111	57
104	115	66


6	6	4
6	7	5
8	9	6
9	10	7
10	11	7
11	12	8
12	13	8
13	14	9
14	16	10
15	17	11
17	19	11
19	21	13
20	22	13
23	25	16
22	25	14
24	27	17
24	28	16
27	31	19
30	33	19
33	36	22
35	39	22
38	42	26
37	42	24
40	45	28
42	47	26
45	50	31
43	49	27
47	54	32
52	58	32
58	64	39
55	63	33
59	67	39
58	65	35
62	70	42
69	77	42
74	82	48
73	82	44
79	86	53
77	88	47
85	93	56
85	96	50
93	103	60
88	101	53
96	108	62
90	103	53
97	110	64
89	102	52
94	106	61
94	104	55
100	110	63
99	111	57
106	116	66


7	8	6
9	9	7
8	9	6
9	10	7
10	11	7
11	12	9
14	15	9
15	17	12
16	18	11
18	19	13
17	20	12
19	21	14
20	23	14
22	25	16
24	27	16
27	30	19
26	29	17
29	33	21
31	35	20
34	38	24
33	38	22
36	40	25
40	44	26
44	48	31
42	48	26
46	51	32
45	51	29
49	54	34
55	60	33
59	64	39
59	66	36
64	72	42
64	72	39
70	76	46
72	79	44
76	84	51
74	84	45
81	89	53
77	86	46
85	95	56
84	97	52
92	104	60
88	100	52
96	107	62
93	104	56
98	110	63
99	112	59
105	117	68
102	115	60
109	121	69
102	116	61
107	120	69


8	8	5
8	9	6
10	11	7
11	11	8
11	12	8
12	13	9
13	15	9
15	16	11
15	17	11
17	18	13
17	20	12
20	22	15
21	24	15
24	26	18
23	26	16
25	28	19
26	29	17
29	32	21
33	37	22
37	40	26
35	40	24
39	44	28
41	46	27
45	51	32
45	51	29
50	56	34
47	53	31
52	58	36
55	61	35
60	66	42
59	65	37
63	70	43
66	74	41
71	80	48
72	82	44
78	88	52
76	87	48
83	92	55
87	98	53
95	104	61
90	102	55
97	107	63
90	102	55
98	110	65
95	105	57
102	112	66
98	110	59
105	116	67
101	112	60
105	118	68
111	123	65
119	129	75


7	7	5
8	9	6
8	9	6
9	9	7
11	12	8
12	13	9
13	15	10
15	17	12
15	17	11
17	19	13
20	21	13
22	23	15
22	24	15
25	27	18
25	28	17
28	31	21
29	32	19
32	35	23
32	37	22
36	40	26
36	41	24
40	44	28
43	48	27
47	52	33
46	51	29
51	55	35
52	57	33
56	62	39
57	64	36
62	68	43
61	69	39
66	74	46
66	75	41
72	81	49
77	84	47
83	91	56
81	92	50
88	97	59
86	97	54
94	103	62
91	103	57
99	111	66
92	102	55
100	110	65
95	107	59
102	115	67
106	119	63
112	125	72
106	118	63
112	125	72
107	120	65
114	126	73


7	7	5
8	8	6
9	10	7
10	12	8
12	13	9
14	15	10
14	16	11
16	17	12
16	17	11
18	18	13
19	21	14
21	23	16
20	23	15
23	26	17
25	28	18
28	31	20
28	31	19
31	34	23
33	37	22
37	41	27
38	43	25
42	47	30
41	47	28
46	51	33
47	52	31
52	58	36
53	60	34
59	64	41
58	64	38
63	70	44
62	69	40
68	75	47
71	79	44
76	84	52
76	84	48
81	91	56
84	94	51
91	101	61
86	97	55
95	105	65
92	104	59
99	112	67
99	110	61
105	116	70
104	114	64
110	123	72
102	116	63
110	123	71
105	118	64
112	125	73
109	123	67
115	130	74

