
50	50	34	50	64	34	51	51	36
113	114	75	112	145	75	115	115	80
190	192	124	188	241	124	192	194	132
290	292	188	286	363	188	292	294	200
399	406	258	393	501	258	402	408	274
537	549	345	529	674	345	541	553	368
702	721	447	692	881	448	709	726	479


2	2	1	2	3	1	2	2	1
6	6	4	6	9	4	7	6	4
11	11	6	11	16	6	11	11	7
18	18	11	18	25	11	18	18	12
27	27	15	27	38	15	28	27	17
37	37	21	37	51	21	38	38	24
52	52	29	52	73	30	54	54	33
70	70	39	69	97	39	72	72	44
92	93	50	90	127	51	94	96	58
119	121	64	117	163	66	122	125	75
150	155	82	147	207	83	154	160	95
188	196	102	185	259	103	193	202	119
236	248	126	231	325	128	241	254	147
286	303	153	281	395	156	292	310	179
348	371	185	342	479	189	355	379	216
419	449	221	411	575	226	427	458	260
504	543	263	493	690	269	514	553	310


0	0	0	0	0	0	0	0	0
0	0	0	0	1	0	0	0	0
0	0	0	0	1	0	1	1	0
1	1	0	1	2	0	1	1	1
2	2	1	2	3	1	2	2	1
3	3	2	3	5	1	3	3	2
4	4	2	4	7	2	4	4	3
5	5	3	5	9	3	6	6	4
7	7	4	7	12	4	8	8	5
9	9	5	9	15	5	10	11	6
12	13	6	12	20	6	14	15	9
15	16	8	15	25	8	17	18	11
19	20	10	19	31	10	21	23	13
24	26	13	24	40	13	27	29	17
30	33	16	30	50	16	33	36	20
38	41	20	37	62	20	41	45	26
46	50	24	45	74	24	50	55	31
57	62	29	56	90	29	61	68	37
69	75	35	67	108	35	74	82	45
83	91	41	81	129	42	89	98	53
101	110	49	99	155	50	107	119	64
121	133	58	118	184	59	128	142	75
145	161	69	142	220	70	154	172	89
170	188	80	166	256	82	179	201	104
200	222	93	195	299	96	211	236	121
234	262	108	229	349	111	246	277	140
274	306	125	266	404	129	288	323	163


0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	1	0	0	0	0
0	1	0	0	2	0	1	1	0
1	1	0	1	2	0	1	1	1
1	1	1	1	3	1	2	2	1
2	2	1	2	4	1	2	2	2
2	3	1	2	5	1	3	3	2
3	3	2	3	7	2	3	4	2
3	4	2	3	8	2	4	5	3
4	5	2	4	9	2	5	6	4
5	6	3	5	11	3	6	7	4
6	7	4	6	13	4	8	9	5
7	9	4	7	15	4	9	11	6
9	10	5	9	18	5	11	13	7
11	12	6	11	21	6	13	15	9
12	15	7	12	25	7	15	18	10
14	17	8	14	28	8	18	20	12
17	20	9	17	32	9	20	24	13
20	23	10	19	37	10	24	28	15
23	27	12	23	42	12	27	32	18
27	32	14	26	49	14	32	38	20
31	37	16	31	56	16	37	43	23
35	42	18	35	63	18	42	50	27
41	48	20	40	72	21	49	57	30
48	56	23	47	83	24	56	66	35
55	65	26	54	94	27	64	76	40
63	74	30	62	108	30	74	87	45
73	86	34	71	123	35	84	100	51
84	100	39	82	141	40	97	115	58
95	113	43	93	159	45	109	130	65
110	130	49	107	182	51	124	148	73
124	148	55	121	205	57	141	168	83
142	169	62	139	232	64	160	191	93


0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
