3.99788	4.34777	3.23985	3.93382	5.86271	3.22503	4.05739	4.34479	3.40164
4.00425	4.12617	2.55433	3.94055	5.00306	2.5578	4.05751	4.15433	2.73355
4.00425	3.81815	2.08657	3.94051	4.37242	2.09841	4.05739	3.85604	2.2738
4.00425	3.43892	1.71228	3.94055	3.8274	1.73358	4.05751	3.47704	1.89172
4.00425	3.10512	1.42732	3.94051	3.38024	1.45267	4.05739	3.15118	1.59792
4.00425	3.0271	1.32023	3.94055	3.22133	1.32888	4.05751	3.07071	1.47962
4.00425	2.57041	1.05813	3.94051	2.70784	1.07862	4.05739	2.61495	1.20149
4.00425	2.65949	1.06661	3.94055	2.78975	1.08124	4.05751	2.6995	1.22543
4.00425	2.44481	0.934181	3.94051	2.5199	0.937505	4.05739	2.476	1.06947
4.00425	1.68769	0.606695	3.94055	1.73132	0.625667	4.05751	1.71362	0.691635
4.00425	1.72488	0.611133	3.94051	1.76757	0.626213	4.05739	1.74918	0.700457
4.00425	1.76583	0.612355	3.94055	1.80442	0.624042	4.05751	1.79764	0.710705
4.00425	1.83918	0.620112	3.94051	1.87783	0.628091	4.05739	1.87155	0.729287
4.00425	1.77816	0.598004	3.94055	1.80465	0.604359	4.05751	1.80839	0.705243
4.00425	1.85451	0.609873	3.94051	1.87975	0.613861	4.05739	1.8858	0.722946
4.00425	1.82765	0.588595	3.94055	1.84627	0.589603	4.05751	1.85355	0.701706
4.00425	1.68874	0.523671	3.94051	1.68953	0.517675	4.05739	1.70162	0.6325
4.00425	1.47161	0.446168	3.94055	1.45524	0.435073	4.05751	1.48122	0.536156
4.00425	0.811851	0.253058	3.94051	0.789253	0.233428	4.05739	0.813663	0.293057
4.00425	0	0	3.94055	0	0	4.05751	0	0
